1445	28 Dec 20	17:04:00	24	0	3	0	Ct	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1446	28 Dec 20	17:05:00	1	0	3	0	Ct	0	1	3	2	2	3	2	4	9	2	1	11	6	0	5	1	7	3	0	5	5	5	1	1	0	1	2	1	2	0	1	5	5	2
1447	28 Dec 20	17:06:00	1	0	3	0	Ct	0	1	2	1	0	3	0	5	4	5	3	0	1	1	15	0	2	0	0	0	0	4	0	2	2	4	4	3	3	0	4	3	3	4
1448	28 Dec 20	17:07:00	1	0	3	0	Ct	0	1	0	2	0	2	0	2	7	1	0	0	3	0	0	0	2	0	2	0	0	2	1	2	1	0	2	5	4	0	0	0	0	2
1449	28 Dec 20	17:08:00	1	0	3	0	Ct	0	1	0	3	0	0	0	2	2	3	0	0	0	0	0	0	0	0	0	1	0	0	2	4	1	1	3	1	2	0	0	3	3	2
1450	28 Dec 20	17:09:00	1	0	3	0	Ct	0	1	0	2	0	2	0	1	2	3	0	0	1	0	0	0	0	0	0	0	0	1	0	1	1	1	7	3	0	0	0	0	0	2
1451	28 Dec 20	17:10:00	1	0	3	0	Ct	0	1	0	5	0	0	0	1	3	2	0	0	2	0	2	0	0	0	0	6	0	0	0	2	1	3	4	0	0	0	0	0	10	1
1452	28 Dec 20	17:11:00	1	0	3	0	Ct	0	1	0	0	0	0	0	0	1	2	0	0	1	0	1	0	0	0	1	20	0	0	0	2	4	0	0	0	0	0	0	0	9	3
1453	28 Dec 20	17:12:00	1	0	3	0	Ct	0	1	0	0	0	3	0	0	5	0	0	0	1	0	2	0	0	0	0	0	0	0	0	1	3	0	19	3	1	0	0	0	0	0
1454	28 Dec 20	17:13:00	1	0	3	0	Ct	0	1	0	0	0	0	0	0	4	0	0	0	2	0	1	0	0	0	0	5	0	0	0	1	0	0	0	4	3	0	0	0	0	0
1455	28 Dec 20	17:14:00	1	0	3	0	Ct	0	1	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	1	0	0	0	0	0
1456	28 Dec 20	17:15:00	1	0	3	0	Ct	0	1	0	5	0	0	0	0	4	0	0	0	2	0	0	0	0	0	0	2	0	3	0	0	0	0	0	3	0	0	0	0	0	0
1457	28 Dec 20	17:16:00	1	0	3	0	Ct	0	1	0	3	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	5	0	0	0	2	0	0	0	6	0	0	0	0	0	0
1458	28 Dec 20	17:17:00	1	0	3	0	Ct	0	1	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
1459	28 Dec 20	17:18:00	1	0	3	0	Ct	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
1460	28 Dec 20	17:19:00	1	0	3	0	Ct	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1461	28 Dec 20	17:20:00	1	0	3	0	Ct	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
1462	28 Dec 20	17:21:00	1	0	3	0	Ct	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0
1463	28 Dec 20	17:22:00	1	0	3	0	Ct	0	1	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1464	28 Dec 20	17:23:00	1	0	3	0	Ct	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
1465	28 Dec 20	17:24:00	1	0	3	0	Ct	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1466	28 Dec 20	17:25:00	1	0	3	0	Ct	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1467	28 Dec 20	17:26:00	1	0	3	0	Ct	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1468	28 Dec 20	17:27:00	1	0	3	0	Ct	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
1469	28 Dec 20	17:28:00	1	0	3	0	Ct	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
1470	28 Dec 20	17:29:00	1	0	3	0	Ct	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1471	28 Dec 20	17:30:00	1	0	3	0	Ct	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1472	28 Dec 20	17:31:00	1	0	3	0	Ct	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1473	28 Dec 20	17:32:00	1	0	3	0	Ct	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1474	28 Dec 20	17:33:00	1	0	3	0	Ct	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1475	28 Dec 20	17:34:00	1	0	3	0	Ct	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
1476	28 Dec 20	17:35:00	1	0	3	0	Ct	0	1	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1477	28 Dec 20	17:36:00	1	0	3	0	Ct	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1
1478	28 Dec 20	17:37:00	1	0	3	0	Ct	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1479	28 Dec 20	17:38:00	1	0	3	0	Ct	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1480	28 Dec 20	17:39:00	1	0	3	0	Ct	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
1481	28 Dec 20	17:40:00	1	0	3	0	Ct	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
1482	28 Dec 20	17:41:00	1	0	3	0	Ct	0	1	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	6
1483	28 Dec 20	17:42:00	1	0	3	0	Ct	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
1484	28 Dec 20	17:43:00	1	0	3	0	Ct	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0
1485	28 Dec 20	17:44:00	1	0	3	0	Ct	0	1	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
1486	28 Dec 20	17:45:00	1	0	3	0	Ct	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
1487	28 Dec 20	17:46:00	1	0	3	0	Ct	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
1488	28 Dec 20	17:47:00	1	0	3	0	Ct	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0
1489	28 Dec 20	17:48:00	1	0	3	0	Ct	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1490	28 Dec 20	17:49:00	1	0	3	0	Ct	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1491	28 Dec 20	17:50:00	1	0	3	0	Ct	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1492	28 Dec 20	17:51:00	1	0	3	0	Ct	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1493	28 Dec 20	17:52:00	1	0	3	0	Ct	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1494	28 Dec 20	17:53:00	1	0	3	0	Ct	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1495	28 Dec 20	17:54:00	1	0	3	0	Ct	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1496	28 Dec 20	17:55:00	1	0	3	0	Ct	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1497	28 Dec 20	17:56:00	1	0	3	0	Ct	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
